Cust_ID,Company ,Plan,Monthly_Rev,JoinDate,Status 
C-4486,Corp_83,Basic,499 USD,17-Mar-2024,Churned,,
C-4066,Corp_84,Pro,29,2023/02/08,Churned,,
C-3991,Corp_85,Basic,499,2023/05/07,  Active ,,
C-3098,Corp_86,enterprise,$99.00,2023/04/05,Paused,,
C-7098,Corp_87,Enterprise,$29.00,05-Nov-2023,Active,,
C-8000,Corp_88,Enterprise,99,2024/08/11,Active,,
C-3934,Corp_89,Pro,499,30-Jul-2024,Paused,,
C-4830,Corp_90,enterprise,499,29-Jan-2023,Churned,,
C-8433,Corp_91,enterprise,499,2023/08/02,Paused,,
C-7020,Corp_92,Enterprise,$499.00,12-Jul-2023,  Active ,,
C-6257,Corp_93,Enterprise,29,2024/03/25,  Active ,,
C-6648,Corp_94,Pro,499,2024/10/21,Churned,,
C-3125,Corp_95,Pro,499,2024/01/10,Paused,,
C-2073,Corp_96,enterprise,499 USD,2024/05/18,Paused,,
C-6691,Corp_97,Basic,29,04-Jul-2024,Churned,,
C-1155,Corp_98,enterprise,$499.00,18-Nov-2024,Churned,,
C-1155,Corp_98,enterprise,$499.00,18-Nov-2024,Churned,,
C-7372,Corp_99,  Pro  ,499,02-Jan-2023,Paused,,
C-3928,Corp_100,Enterprise,29,2023/03/12,  Active ,,
C-1771,Corp_101,enterprise,29,16-Jun-2023,Paused,,
C-3374,Corp_102,Enterprise,29,2024/01/09,Active,,
C-5270,Corp_103,  Pro  ,99,26-May-2024,Active,,
C-3632,Corp_104,enterprise,29,2024/09/20,Paused,,
C-5470,Corp_105,Pro,99,2024/07/03,Churned,,
C-2755,Corp_106,Pro,$29.00,2023/08/31,  Active ,,
C-2038,Corp_107,Pro,29,21-Sep-2024,Paused,,
C-9562,Corp_108,Basic,99,15-Jun-2023,  Active ,,
C-6347,Corp_109,Basic,29,02-Jun-2024,Churned,,
C-5148,Corp_110,  Pro  ,$29.00,14-Jul-2024,Churned,,
C-9431,Corp_111,Pro,99,2023/11/07,Churned,,
C-2311,Corp_112,  Pro  ,99,06-Jan-2023,Churned,,
C-5575,Corp_113,Basic,499,22-Dec-2023,Churned,,
C-4988,Corp_114,  Pro  ,29,2023/11/03,Churned,,
C-5914,Corp_115,Basic,29,14-May-2024,Paused,,
C-9281,Corp_116,Enterprise,499,2023/06/03,Active,,
C-7525,Corp_117,Enterprise,99,01-Nov-2023,Churned,,
C-9711,Corp_118,  Pro  ,$499.00,01-Sep-2023,Churned,,
C-3942,Corp_119,Pro,99,2024/06/07,Active,,
C-9106,Corp_120,  Pro  ,29,2024/10/22,Paused,,
C-5581,Corp_121,Basic,99,04-Oct-2024,Active,,
C-2055,Corp_122,Basic,29,18-Oct-2024,Churned,,
,Corp_123,Basic,99,2023/05/09,Paused,,
C-8347,Corp_124,Pro,499,2023/04/03,  Active ,,
C-3493,Corp_125,enterprise,29 USD,2023/12/30,  Active ,,
C-6859,Corp_126,Enterprise,499,2023/05/12,Paused,,
C-2195,Corp_127,Enterprise,99,2023/12/19,Paused,,
C-3291,Corp_128,Pro,99,08-Aug-2024,  Active ,,
C-3291,Corp_128,Pro,99,08-Aug-2024,  Active ,,
C-6715,Corp_129,Basic,99,2024/05/02,Churned,,
C-4491,Corp_130,Enterprise,$29.00,01-Oct-2024,Paused,,
C-7682,Corp_131,Pro,499 USD,2024/07/01,Churned,,
C-4183,Corp_132,Pro,99,04-Nov-2023,  Active ,,
C-1850,Corp_133,Pro,499,2023/11/13,Active,,
C-4476,Corp_134,Basic,499,02-Feb-2023,Churned,,
C-2794,Corp_135,Enterprise,499,05-Jul-2024,  Active ,,
C-4041,Corp_136,Basic,99,2023/08/27,  Active ,,
C-8912,Corp_137,  Pro  ,29,17-Apr-2024,Churned,,
C-7712,Corp_138,enterprise,99,2024/03/08,Paused,,
C-1699,Corp_139,enterprise,$499.00,01-Nov-2023,  Active ,,
C-2062,Corp_140,Pro,499 USD,2024/04/30,Paused,,
C-5792,Corp_141,enterprise,29,22-Oct-2023,  Active ,,
C-2003,Corp_142,enterprise,29,2024/03/05,Paused,,
C-5591,Corp_143,Enterprise,499,2024/02/21,  Active ,,
C-2271,Corp_144,Pro,29,2023/07/31,Active,,
C-6621,Corp_145,enterprise,29,23-Oct-2023,Paused,,
C-5605,Corp_146,Basic,499 USD,21-Jun-2023,Churned,,
C-9091,Corp_147,Enterprise,$499.00,2023/05/28,Active,,
C-8839,Corp_148,  Pro  ,499,23-Apr-2024,  Active ,,
C-6361,Corp_149,enterprise,$29.00,03-Sep-2023,  Active ,,
C-7336,Corp_150,  Pro  ,$29.00,04-Feb-2024,Active,,
C-4850,Corp_151,  Pro  ,99,2023/01/15,Paused,,
C-4850,Corp_151,  Pro  ,99,2023/01/15,Paused,,
C-6044,Corp_152,Enterprise,499,2023/03/14,Churned,,
C-8084,Corp_153,Pro,499,05-Oct-2023,  Active ,,
C-5788,Corp_154,Enterprise,499,05-Mar-2023,  Active ,,
C-9345,Corp_155,enterprise,499,13-May-2024,Churned,,
C-9232,Corp_156,Basic,$29.00,30-Nov-2023,Churned,,
C-2495,Corp_157,Pro,29,21-May-2024,  Active ,,
C-2185,Corp_158,Enterprise,29,04-Nov-2023,  Active ,,
C-1040,Corp_159,Pro,$99.00,2023/12/12,Active,,
C-5958,Corp_160,Enterprise,499,2024/07/05,  Active ,,
C-2811,Corp_161,Enterprise,499,29-May-2024,Active,,
C-7890,Corp_162,  Pro  ,$29.00,2024/10/02,Churned,,
,Corp_163,  Pro  ,499,2024/08/29,Active,,
C-5270,Corp_164,Basic,$499.00,2024/10/22,Active,,
C-8873,Corp_165,Basic,$499.00,12-Jan-2023,  Active ,,
C-9751,Corp_166,Pro,$499.00,2024/02/02,Active,,
C-9494,Corp_167,enterprise,99,2024/01/29,Churned,,
C-1741,Corp_168,enterprise,99,2024/11/11,Paused,,
C-8436,Corp_169,  Pro  ,99,2024/01/20,  Active ,,
C-4901,Corp_170,Basic,499,2023/07/13,  Active ,,
C-3962,Corp_171,  Pro  ,499,2023/11/21,Active,,
C-5821,Corp_172,enterprise,29,05-Jul-2024,Churned,,
C-8717,Corp_173,Pro,99,03-Nov-2024,Paused,,
C-7121,Corp_174,Pro,99,2023/11/20,Active,,
C-3358,Corp_175,enterprise,29 USD,2024/03/13,  Active ,,
C-4966,Corp_176,Basic,499,06-Jan-2024,Active,,
C-8173,Corp_177,enterprise,499 USD,22-Aug-2024,Paused,,
C-8173,Corp_177,enterprise,499 USD,22-Aug-2024,Paused,,
C-2161,Corp_178,enterprise,29,07-May-2023,Churned,,
C-9866,Corp_179,Basic,29,20-Jan-2023,Churned,,
,Corp_180,Basic,29,12-May-2024,Paused,,
C-3457,Corp_181,  Pro  ,29 USD,14-Oct-2024,Churned,,
C-8711,Corp_182,Pro,$99.00,2023/06/30,Active,,
C-2149,Corp_183,Basic,$499.00,15-Oct-2023,  Active ,,
C-8423,Corp_184,enterprise,$99.00,08-Sep-2023,Paused,,
C-8454,Corp_185,Pro,499,2024/09/27,Churned,,
C-6680,Corp_186,Basic,499,23-Mar-2023,Paused,,
C-7970,Corp_187,  Pro  ,99,2023/05/21,  Active ,,
C-5584,Corp_188,Basic,29,14-Jan-2024,  Active ,,
C-1135,Corp_189,Enterprise,29,2024/04/11,Paused,,
C-3869,Corp_190,Pro,29 USD,2023/12/08,Paused,,
C-2137,Corp_191,Enterprise,499,2023/04/23,  Active ,,
C-3377,Corp_192,Basic,99,2023/12/22,Churned,,
C-4305,Corp_193,Basic,99,2023/02/26,  Active ,,
C-4396,Corp_194,enterprise,499 USD,2023/03/17,  Active ,,
C-4183,Corp_195,Enterprise,$29.00,11-Sep-2024,Paused,,
C-6985,Corp_196,  Pro  ,99,15-Jan-2024,Active,,
C-1287,Corp_197,enterprise,499,11-Nov-2023,Churned,,
C-7149,Corp_198,Pro,99,2024/03/12,Paused,,
C-5103,Corp_199,Enterprise,99,11-Aug-2024,  Active ,,
C-5158,Corp_200,enterprise,29,2024/03/26,Churned,,
C-8627,Corp_201,Enterprise,499,29-Aug-2023,Paused,,
C-1212,Corp_202,enterprise,99,2024/10/03,  Active ,,
C-6220,Corp_203,  Pro  ,29,31-Jan-2024,Active,,
C-4586,Corp_204,Pro,$499.00,2023/11/24,Paused,,
C-2172,Corp_205,  Pro  ,99,11-Aug-2023,Paused,,
C-9438,Corp_206,  Pro  ,499,29-Jul-2023,Churned,,
C-6055,Corp_207,Enterprise,29,18-May-2023,Paused,,
C-4766,Corp_208,  Pro  ,$29.00,2023/11/13,Churned,,
C-1973,Corp_209,Enterprise,$499.00,13-Nov-2024,  Active ,,
C-6650,Corp_210,Pro,29,2024/11/05,Active,,
C-8470,Corp_211,Pro,29,18-Aug-2023,Churned,,
C-9721,Corp_212,Enterprise,99,2023/02/22,Paused,,
C-7817,Corp_213,  Pro  ,29,2024/01/08,  Active ,,
C-8532,Corp_214,Enterprise,499,2024/10/08,Active,,
C-5791,Corp_215,Pro,499,27-Jul-2024,Paused,,
C-7324,Corp_216,Enterprise,29,2023/03/21,Churned,,
C-4273,Corp_217,enterprise,$29.00,2024/10/06,Churned,,
C-6475,Corp_218,  Pro  ,29,17-Dec-2023,Churned,,
C-7968,Corp_219,enterprise,499,2024/01/16,Churned,,
C-3455,Corp_220,Basic,499,2023/05/17,Paused,,
C-3663,Corp_221,  Pro  ,99,21-Mar-2023,  Active ,,
C-9658,Corp_222,  Pro  ,499,2024/09/23,Churned,,
C-5265,Corp_223,enterprise,29,2024/10/05,Active,,
C-3727,Corp_224,Pro,499,2024/10/29,Paused,,
,Corp_225,enterprise,99,05-Nov-2024,Paused,,
C-8151,Corp_226,Basic,99,27-Nov-2023,  Active ,,
C-6967,Corp_227,Enterprise,$29.00,2023/04/25,  Active ,,
C-8109,Corp_228,Basic,$29.00,02-Jul-2023,Churned,,
C-6270,Corp_229,Enterprise,29 USD,08-Jan-2023,Active,,
C-2216,Corp_230,enterprise,499,26-Apr-2024,  Active ,,
C-2754,Corp_231,Pro,29,2024/03/30,  Active ,,
C-6856,Corp_232,  Pro  ,29 USD,20-Feb-2024,Paused,,
C-5873,Corp_233,Enterprise,499,06-Jun-2023,Active,,
C-3765,Corp_234,Pro,29 USD,26-Jul-2023,Active,,
C-3728,Corp_235,enterprise,$499.00,2024/05/10,Paused,,
C-6052,Corp_236,Enterprise,$99.00,2024/10/27,Paused,,
C-6052,Corp_236,Enterprise,$99.00,2024/10/27,Paused,,
C-2966,Corp_237,  Pro  ,$29.00,2023/04/29,Churned,,
C-8041,Corp_238,Enterprise,29,2024/01/01,Paused,,
C-1820,Corp_239,Enterprise,29,20-Mar-2024,Active,,
C-4184,Corp_240,enterprise,499,13-Oct-2024,Paused,,
C-7381,Corp_241,enterprise,99,2023/08/30,Churned,,
C-8668,Corp_242,Enterprise,99,2023/07/13,Active,,
C-3824,Corp_243,Basic,99,2023/11/22,Churned,,
C-4620,Corp_244,Pro,499,01-Oct-2023,Churned,,
C-4154,Corp_245,enterprise,99,2024/03/29,Paused,,
C-4694,Corp_246,  Pro  ,99 USD,24-Dec-2023,Active,,
C-3663,Corp_247,Basic,499,2023/03/26,Active,,
C-3191,Corp_248,Basic,$99.00,2023/04/07,Active,,
C-4505,Corp_249,Basic,99,2024/01/10,Paused,,
C-6740,Corp_250,Basic,29,2023/05/06,Active,,
C-3377,Corp_251,Enterprise,499 USD,2024/06/19,Churned,,
C-8943,Corp_252,Enterprise,99,25-Aug-2024,Active,,
C-1303,Corp_253,Basic,499,18-May-2024,  Active ,,
C-5923,Corp_254,enterprise,$499.00,2023/01/13,Paused,,
C-4422,Corp_255,  Pro  ,499,2024/04/02,  Active ,,
C-3736,Corp_256,enterprise,499,18-Oct-2024,Churned,,
C-3387,Corp_257,  Pro  ,499,23-Jun-2024,Paused,,
C-9691,Corp_258,  Pro  ,$499.00,24-Nov-2024,Churned,,
C-5272,Corp_259,Basic,499,2023/08/18,Churned,,
C-4248,Corp_260,enterprise,499,25-Apr-2023,Active,,
C-6393,Corp_261,Enterprise,499,2023/06/14,Churned,,
C-7737,Corp_262,Basic,29,2023/12/22,Active,,
C-9544,Corp_263,enterprise,499,27-Mar-2024,Churned,,
C-7035,Corp_264,  Pro  ,29,2024/01/01,Paused,,
C-8802,Corp_265,Enterprise,$99.00,2023/04/06,Active,,
C-8482,Corp_266,Enterprise,$99.00,19-Jul-2023,  Active ,,
C-8913,Corp_267,Pro,29,2023/02/12,Paused,,
C-7183,Corp_268,  Pro  ,99,17-Dec-2023,Paused,,
C-8645,Corp_269,  Pro  ,99,15-Nov-2024,Active,,
C-8599,Corp_270,  Pro  ,$499.00,2024/07/21,Active,,
C-1595,Corp_271,Pro,$99.00,31-May-2023,Paused,,
C-5004,Corp_272,enterprise,$499.00,2024/11/29,Churned,,
C-4501,Corp_273,Enterprise,99,02-Dec-2023,Churned,,
C-3524,Corp_274,Pro,499,12-Jan-2023,Active,,
C-7339,Corp_275,Basic,99,2024/10/21,Paused,,
C-6421,Corp_276,enterprise,499,08-Feb-2023,  Active ,,
C-6216,Corp_277,Enterprise,499,11-Apr-2023,  Active ,,
C-1936,Corp_278,Pro,499 USD,12-Jul-2024,Active,,
C-7434,Corp_279,  Pro  ,99,2024/07/07,Paused,,
C-9824,Corp_280,enterprise,$99.00,2024/04/24,Paused,,
C-2850,Corp_281,  Pro  ,$99.00,19-Jan-2024,Paused,,
C-4911,Corp_282,Basic,99,05-Sep-2024,Paused,,
C-4911,Corp_282,Basic,99,05-Sep-2024,Paused,,
C-2008,Corp_283,enterprise,$99.00,2024/03/30,Churned,,
C-6553,Corp_284,Pro,99,2024/08/26,  Active ,,
C-5871,Corp_285,  Pro  ,499,28-May-2023,Churned,,
C-3206,Corp_286,Enterprise,29,2024/11/30,Active,,
C-3454,Corp_287,  Pro  ,29,05-Jan-2024,Paused,,
C-5872,Corp_288,Enterprise,$29.00,2024/06/10,  Active ,,
C-5872,Corp_288,Enterprise,$29.00,2024/06/10,  Active ,,
C-3178,Corp_289,enterprise,99 USD,2023/01/11,Churned,,
C-2059,Corp_290,  Pro  ,99,2024/04/19,  Active ,,
C-8125,Corp_291,  Pro  ,99,24-Mar-2024,Active,,
C-7652,Corp_292,Enterprise,499,2023/01/24,Churned,,
C-1793,Corp_293,Pro,99,25-Mar-2024,  Active ,,
C-9777,Corp_294,Pro,499,26-Sep-2023,  Active ,,
C-3618,Corp_295,enterprise,$499.00,2024/06/22,Active,,
C-9853,Corp_296,enterprise,$29.00,25-Oct-2023,Paused,,
C-7004,Corp_297,  Pro  ,$29.00,2023/07/07,Churned,,
C-1545,Corp_298,enterprise,99,2024/11/14,Churned,,
C-2614,Corp_299,Enterprise,499,2024/03/13,Paused,,
C-4503,Corp_300,Enterprise,499,2023/03/17,Paused,,
C-9199,Corp_301,Basic,99,2023/05/01,Churned,,
,Corp_302,Basic,499,2023/06/26,Churned,,
C-2781,Corp_303,enterprise,499,2024/07/23,Active,,
C-8349,Corp_304,Basic,499,14-Jan-2024,Churned,,
C-9334,Corp_305,Basic,499,19-Jul-2023,  Active ,,
C-1606,Corp_306,enterprise,29,04-Jun-2023,Churned,,
C-4538,Corp_307,Enterprise,29,2024/05/13,Paused,,
C-5754,Corp_308,enterprise,99,11-Sep-2024,Active,,
C-6914,Corp_309,Basic,29,22-Apr-2024,Active,,
C-1133,Corp_310,Pro,99,2024/11/07,Churned,,
C-6204,Corp_311,Enterprise,99,2023/05/14,Churned,,
,Corp_312,enterprise,$499.00,2024/04/21,Active,,
C-3805,Corp_313,Pro,$29.00,19-May-2023,Churned,,
,Corp_314,Basic,99,2024/07/18,Paused,,
C-5464,Corp_315,Pro,29,2024/11/16,Paused,,
C-3745,Corp_316,Enterprise,99,2023/09/23,Paused,,
C-4471,Corp_317,Basic,29,08-Jun-2024,  Active ,,
C-4908,Corp_318,Enterprise,99,21-Jan-2023,Churned,,
C-8978,Corp_319,Basic,$99.00,2023/03/01,Churned,,
C-5284,Corp_320,  Pro  ,29,07-Aug-2023,  Active ,,
C-8536,Corp_321,  Pro  ,$499.00,2023/12/11,Paused,,
C-3816,Corp_322,enterprise,$499.00,02-May-2024,Active,,
C-9350,Corp_323,enterprise,499,2023/05/02,Paused,,
C-8772,Corp_324,  Pro  ,99,26-Sep-2024,Paused,,
C-7716,Corp_325,enterprise,99,2024/05/19,Active,,
,Corp_326,Pro,99,2024/07/18,Active,,
C-3854,Corp_327,  Pro  ,99,19-Apr-2023,  Active ,,
C-4841,Corp_328,enterprise,29,12-Sep-2023,Churned,,
C-3836,Corp_329,  Pro  ,499,16-May-2023,Churned,,
C-7017,Corp_330,Pro,99 USD,2023/05/20,Active,,
C-6210,Corp_331,  Pro  ,499,25-Mar-2024,Paused,,
C-6911,Corp_332,  Pro  ,29,22-May-2023,Churned,,
C-2606,Corp_333,Enterprise,499,30-Nov-2023,  Active ,,
C-3096,Corp_334,Enterprise,$99.00,04-Dec-2023,Active,,
C-1755,Corp_335,enterprise,99,2023/10/03,  Active ,,
C-8196,Corp_336,Pro,29,20-Aug-2024,Paused,,
C-5543,Corp_337,enterprise,$499.00,12-Nov-2023,  Active ,,
C-9308,Corp_338,Pro,$29.00,2023/10/08,Paused,,
C-2069,Corp_339,enterprise,499,2024/05/07,Churned,,
C-6839,Corp_340,enterprise,99 USD,07-Mar-2024,Churned,,
C-3801,Corp_341,Enterprise,99,07-May-2024,Active,,
C-9730,Corp_342,Basic,499,2024/02/19,Churned,,
C-5693,Corp_343,enterprise,29,19-May-2023,Churned,,
C-9029,Corp_344,  Pro  ,29,2023/03/20,  Active ,,
C-9749,Corp_345,Enterprise,29,06-Jul-2024,Churned,,
C-9612,Corp_346,Basic,29,2024/01/22,Churned,,
C-1377,Corp_347,  Pro  ,99,2024/02/04,  Active ,,
C-4588,Corp_348,Basic,29,2024/06/12,Paused,,
C-3608,Corp_349,Basic,29,2023/02/27,Paused,,
C-6612,Corp_350,Pro,29,14-May-2023,Churned,,
C-4076,Corp_351,Pro,499,2024/10/25,Churned,,
C-4076,Corp_351,Pro,499,2024/10/25,Churned,,
C-9874,Corp_352,enterprise,499 USD,24-Apr-2023,  Active ,,
C-9005,Corp_353,Pro,499,18-Jun-2024,Active,,
C-9739,Corp_354,Pro,29,22-Jun-2024,Paused,,
C-5223,Corp_355,Basic,29,13-May-2023,  Active ,,
C-2992,Corp_356,Basic,99,23-Jun-2024,Churned,,
C-5493,Corp_357,enterprise,29,18-Sep-2024,Paused,,
C-3203,Corp_358,  Pro  ,$99.00,2024/08/12,  Active ,,
C-7620,Corp_359,Enterprise,$29.00,2024/01/04,  Active ,,
C-2970,Corp_360,enterprise,99,02-Jun-2024,Active,,
C-5693,Corp_361,Enterprise,$499.00,2024/09/24,Churned,,
C-6515,Corp_362,  Pro  ,499,11-Aug-2024,  Active ,,
C-2533,Corp_363,  Pro  ,29,18-Apr-2023,Churned,,
C-4436,Corp_364,Basic,29,31-Aug-2024,Active,,
C-7976,Corp_365,enterprise,99,2023/04/14,Active,,
C-4101,Corp_366,enterprise,99,2023/08/08,  Active ,,
C-3382,Corp_367,Basic,29,28-Oct-2023,Paused,,
C-7500,Corp_368,enterprise,29,22-Mar-2023,  Active ,,
C-7189,Corp_369,enterprise,99 USD,15-May-2024,Churned,,
C-5409,Corp_370,Basic,$29.00,04-Mar-2023,  Active ,,
C-2706,Corp_371,Pro,499,16-Jun-2023,Active,,
C-2369,Corp_372,Pro,99,19-Mar-2023,Active,,
C-8886,Corp_373,  Pro  ,$29.00,03-Nov-2024,Active,,
C-8086,Corp_374,  Pro  ,$29.00,2023/06/29,Active,,
C-3162,Corp_375,Basic,499,2023/04/13,Churned,,
,Corp_376,Pro,499,2024/02/10,  Active ,,
C-4121,Corp_377,Enterprise,99,2024/09/22,Active,,
C-3695,Corp_378,Basic,29,29-May-2024,Active,,
C-3894,Corp_379,  Pro  ,499,2024/06/28,Active,,
C-9705,Corp_380,Pro,29,26-Mar-2024,Paused,,
C-8102,Corp_381,enterprise,$99.00,26-Feb-2024,  Active ,,
C-8262,Corp_382,enterprise,$499.00,22-Jul-2024,Churned,,
C-3592,Corp_383,  Pro  ,99,13-Sep-2024,Paused,,
C-8119,Corp_384,Pro,$99.00,2024/02/07,  Active ,,
C-6720,Corp_385,Enterprise,99,2024/05/23,  Active ,,
C-3910,Corp_386,  Pro  ,499,2023/07/04,Active,,
C-2810,Corp_387,enterprise,$99.00,2023/03/06,Paused,,
C-4455,Corp_388,  Pro  ,99,10-Jun-2023,Active,,
C-8398,Corp_389,enterprise,499,29-Mar-2023,Active,,
C-5085,Corp_390,enterprise,499,23-Jun-2023,  Active ,,
,Corp_391,  Pro  ,499,02-Dec-2023,  Active ,,
C-7098,Corp_392,Basic,29,11-Jun-2023,  Active ,,
C-4840,Corp_393,  Pro  ,$499.00,20-Aug-2024,Paused,,
C-2116,Corp_394,Basic,$499.00,2023/12/24,Churned,,
C-3546,Corp_395,enterprise,29,17-Sep-2024,Active,,
,Corp_396,Pro,29,2023/02/22,Active,,
C-1211,Corp_397,Pro,99,24-Jun-2023,  Active ,,
C-3609,Corp_398,  Pro  ,29,2023/08/30,  Active ,,
C-6153,Corp_399,Basic,29,2024/09/17,Churned,,
C-1051,Corp_400,Basic,29,20-Jul-2023,  Active ,,
C-9053,Corp_401,Enterprise,29,2023/06/22,Paused,,
C-4809,Corp_402,enterprise,29,2024/03/14,Active,,
C-4425,Corp_403,enterprise,99,26-Jun-2023,  Active ,,
C-2602,Corp_404,enterprise,99,09-Feb-2024,  Active ,,
,Corp_405,  Pro  ,99,29-May-2024,  Active ,,
C-5696,Corp_406,Enterprise,29,2023/01/27,Active,,
C-9621,Corp_407,enterprise,499,2024/05/06,Churned,,
C-5373,Corp_408,Pro,$29.00,09-Jun-2023,  Active ,,
C-2380,Corp_409,  Pro  ,499,08-Feb-2024,Paused,,
C-7875,Corp_410,Basic,499,2024/06/17,  Active ,,
C-3862,Corp_411,enterprise,499,2023/11/04,  Active ,,
C-5317,Corp_412,Enterprise,$99.00,30-Jul-2024,Active,,
,Corp_413,Basic,99,2024/08/03,Paused,,
C-2234,Corp_414,  Pro  ,$99.00,03-Sep-2023,  Active ,,
